Designator,Mid X,Mid Y,Rotation,Layer
C1,196.744,-87.20075,180.0,top
C2,203.2,-90.055,90.0,top
C3,196.744,-85.70075,180.0,top
C4,205.0919,-77.7748,180.0,top
G_OUT1,206.11,-93.98,0.0,top
G_OUT2,202.12,-93.98,180.0,top
G_OUT3,198.12,-93.98,0.0,top
L1,202.565,-84.455,270.0,top
R1,204.405,-79.755,0.0,top
R2,207.645,-81.28,270.0,top
VOUT_3,198.11,-98.933,180.0,top
VR1,197.744,-89.70075,0.0,top
V_OUT1,206.11,-98.933,180.0,top
V_OUT2,202.11,-98.933,180.0,top
